Item Description,MonthDate,Value,YoY_Growth,MoM_Growth
Manufacture of textiles,01-11-2025,110,3.58,3.19
Manufacture of textiles,01-12-2025,111.4,-2.45,1.27
Manufacture of tobacco products,01-04-2012,105,NULL,NULL
Manufacture of tobacco products,01-05-2012,105.6,NULL,0.57
Manufacture of tobacco products,01-06-2012,96.3,NULL,-8.81
Manufacture of tobacco products,01-07-2012,96.5,NULL,0.21
Manufacture of tobacco products,01-08-2012,86.2,NULL,-10.67
Manufacture of tobacco products,01-09-2012,97.9,NULL,13.57
Manufacture of tobacco products,01-10-2012,102.3,NULL,4.49
Manufacture of tobacco products,01-11-2012,115.3,NULL,12.71
Manufacture of tobacco products,01-12-2012,117.9,NULL,2.25
Manufacture of tobacco products,01-01-2013,122.2,NULL,3.65
Manufacture of tobacco products,01-02-2013,124.1,NULL,1.55
Manufacture of tobacco products,01-03-2013,120.5,NULL,-2.9
Manufacture of tobacco products,01-04-2013,103.8,-1.14,-13.86
Manufacture of tobacco products,01-05-2013,93.1,-11.84,-10.31
Manufacture of tobacco products,01-06-2013,119.3,23.88,28.14
Manufacture of tobacco products,01-07-2013,108.5,12.44,-9.05
Manufacture of tobacco products,01-08-2013,107.2,24.36,-1.2
Manufacture of tobacco products,01-09-2013,114.1,16.55,6.44
Manufacture of tobacco products,01-10-2013,112,9.48,-1.84
Manufacture of tobacco products,01-11-2013,122.5,6.24,9.38
Manufacture of tobacco products,01-12-2013,130.7,10.86,6.69
Manufacture of tobacco products,01-01-2014,118.6,-2.95,-9.26
Manufacture of tobacco products,01-02-2014,129.1,4.03,8.85
Manufacture of tobacco products,01-03-2014,138.2,14.69,7.05
Manufacture of tobacco products,01-04-2014,132.9,28.03,-3.84
Manufacture of tobacco products,01-05-2014,146.9,57.79,10.53
Manufacture of tobacco products,01-06-2014,131.5,10.23,-10.48
Manufacture of tobacco products,01-07-2014,131.9,21.57,0.3
Manufacture of tobacco products,01-08-2014,128.9,20.24,-2.27
Manufacture of tobacco products,01-09-2014,132,15.69,2.4
Manufacture of tobacco products,01-10-2014,116.3,3.84,-11.89
Manufacture of tobacco products,01-11-2014,128,4.49,10.06
Manufacture of tobacco products,01-12-2014,145.6,11.4,13.75
Manufacture of tobacco products,01-01-2015,124.9,5.31,-14.22
Manufacture of tobacco products,01-02-2015,132.8,2.87,6.33
Manufacture of tobacco products,01-03-2015,121.2,-12.3,-8.73
Manufacture of tobacco products,01-04-2015,129.8,-2.33,7.1
Manufacture of tobacco products,01-05-2015,167.4,13.96,28.97
Manufacture of tobacco products,01-06-2015,138.9,5.63,-17.03
Manufacture of tobacco products,01-07-2015,145.2,10.08,4.54
Manufacture of tobacco products,01-08-2015,145,12.49,-0.14
Manufacture of tobacco products,01-09-2015,123.8,-6.21,-14.62
Manufacture of tobacco products,01-10-2015,122.9,5.67,-0.73
Manufacture of tobacco products,01-11-2015,107.6,-15.94,-12.45
Manufacture of tobacco products,01-12-2015,119.1,-18.2,10.69
Manufacture of tobacco products,01-01-2016,132,5.68,10.83
Manufacture of tobacco products,01-02-2016,159,19.73,20.45
Manufacture of tobacco products,01-03-2016,144.9,19.55,-8.87
Manufacture of tobacco products,01-04-2016,62.5,-51.85,-56.87
Manufacture of tobacco products,01-05-2016,107.9,-35.54,72.64
Manufacture of tobacco products,01-06-2016,125,-10.01,15.85
Manufacture of tobacco products,01-07-2016,121.6,-16.25,-2.72
Manufacture of tobacco products,01-08-2016,117.6,-18.9,-3.29
Manufacture of tobacco products,01-09-2016,123.4,-0.32,4.93
Manufacture of tobacco products,01-10-2016,126.4,2.85,2.43
Manufacture of tobacco products,01-11-2016,104.7,-2.7,-17.17
Manufacture of tobacco products,01-12-2016,118.4,-0.59,13.09
Manufacture of tobacco products,01-01-2017,164.6,24.7,39.02
Manufacture of tobacco products,01-02-2017,98.9,-37.8,-39.91
Manufacture of tobacco products,01-03-2017,119.6,-17.46,20.93
Manufacture of tobacco products,01-04-2017,73.6,17.76,-38.46
Manufacture of tobacco products,01-05-2017,111.3,3.15,51.22
Manufacture of tobacco products,01-06-2017,131.6,5.28,18.24
Manufacture of tobacco products,01-07-2017,68.4,-43.75,-48.02
Manufacture of tobacco products,01-08-2017,101.8,-13.44,48.83
Manufacture of tobacco products,01-09-2017,98.6,-20.1,-3.14
Manufacture of tobacco products,01-10-2017,100.2,-20.73,1.62
Manufacture of tobacco products,01-11-2017,95.1,-9.17,-5.09
Manufacture of tobacco products,01-12-2017,83.5,-29.48,-12.2
Manufacture of tobacco products,01-01-2018,85.7,-47.93,2.63
Manufacture of tobacco products,01-02-2018,96.9,-2.02,13.07
Manufacture of tobacco products,01-03-2018,95,-20.57,-1.96
Manufacture of tobacco products,01-04-2018,75.8,2.99,-20.21
Manufacture of tobacco products,01-05-2018,96,-13.75,26.65
Manufacture of tobacco products,01-06-2018,89.1,-32.29,-7.19
Manufacture of tobacco products,01-07-2018,87.6,28.07,-1.68
Manufacture of tobacco products,01-08-2018,84.1,-17.39,-4
Manufacture of tobacco products,01-09-2018,92,-6.69,9.39
Manufacture of tobacco products,01-10-2018,100.4,0.2,9.13
Manufacture of tobacco products,01-11-2018,104.1,9.46,3.69
Manufacture of tobacco products,01-12-2018,106.6,27.66,2.4
Manufacture of tobacco products,01-01-2019,88.9,3.73,-16.6
Manufacture of tobacco products,01-02-2019,96.1,-0.83,8.1
Manufacture of tobacco products,01-03-2019,109.5,15.26,13.94
Manufacture of tobacco products,01-04-2019,73.5,-3.03,-32.88
Manufacture of tobacco products,01-05-2019,105,9.38,42.86
Manufacture of tobacco products,01-06-2019,100.1,12.35,-4.67
Manufacture of tobacco products,01-07-2019,95.8,9.36,-4.3
Manufacture of tobacco products,01-08-2019,87.1,3.57,-9.08
Manufacture of tobacco products,01-09-2019,102.8,11.74,18.03
Manufacture of tobacco products,01-10-2019,93.6,-6.77,-8.95
Manufacture of tobacco products,01-11-2019,100.4,-3.55,7.26
Manufacture of tobacco products,01-12-2019,100.2,-6,-0.2
Manufacture of tobacco products,01-01-2020,108.4,21.93,8.18
Manufacture of tobacco products,01-02-2020,85.9,-10.61,-20.76
Manufacture of tobacco products,01-03-2020,91.5,-16.44,6.52
Manufacture of tobacco products,01-04-2020,0.3,-99.59,-99.67
Manufacture of tobacco products,01-05-2020,40.7,-61.24,13466.67
Manufacture of tobacco products,01-06-2020,91.6,-8.49,125.06
Manufacture of tobacco products,01-07-2020,102,6.47,11.35
Manufacture of tobacco products,01-08-2020,84.2,-3.33,-17.45
Manufacture of tobacco products,01-09-2020,88.3,-14.11,4.87
Manufacture of tobacco products,01-10-2020,86.5,-7.59,-2.04
Manufacture of tobacco products,01-11-2020,92.9,-7.47,7.4
Manufacture of tobacco products,01-12-2020,98.1,-2.1,5.6
Manufacture of tobacco products,01-01-2021,103.7,-4.34,5.71
Manufacture of tobacco products,01-02-2021,79.2,-7.8,-23.63
Manufacture of tobacco products,01-03-2021,114,24.59,43.94
Manufacture of tobacco products,01-04-2021,70,23233.33,-38.6
Manufacture of tobacco products,01-05-2021,72.4,77.89,3.43
Manufacture of tobacco products,01-06-2021,74,-19.21,2.21
Manufacture of tobacco products,01-07-2021,79.4,-22.16,7.3
Manufacture of tobacco products,01-08-2021,86.9,3.21,9.45
Manufacture of tobacco products,01-09-2021,95.6,8.27,10.01
Manufacture of tobacco products,01-10-2021,95,9.83,-0.63
Manufacture of tobacco products,01-11-2021,96.5,3.88,1.58
Manufacture of tobacco products,01-12-2021,101.8,3.77,5.49
Manufacture of tobacco products,01-01-2022,108.2,4.34,6.29
Manufacture of tobacco products,01-02-2022,79.9,0.88,-26.16
Manufacture of tobacco products,01-03-2022,107.3,-5.88,34.29
Manufacture of tobacco products,01-04-2022,85.4,22,-20.41
Manufacture of tobacco products,01-05-2022,87.9,21.41,2.93
Manufacture of tobacco products,01-06-2022,113,52.7,28.56
Manufacture of tobacco products,01-07-2022,72.2,-9.07,-36.11
Manufacture of tobacco products,01-08-2022,75.8,-12.77,4.99
Manufacture of tobacco products,01-09-2022,94.6,-1.05,24.8
Manufacture of tobacco products,01-10-2022,81.7,-14,-13.64
Manufacture of tobacco products,01-11-2022,93.3,-3.32,14.2
Manufacture of tobacco products,01-12-2022,90.6,-11,-2.89
Manufacture of tobacco products,01-01-2023,92.4,-14.6,1.99
Manufacture of tobacco products,01-02-2023,77.9,-2.5,-15.69
Manufacture of tobacco products,01-03-2023,95.5,-11,22.59
Manufacture of tobacco products,01-04-2023,67.1,-21.43,-29.74
Manufacture of tobacco products,01-05-2023,83.7,-4.78,24.74
Manufacture of tobacco products,01-06-2023,93.8,-16.99,12.07
Manufacture of tobacco products,01-07-2023,71.8,-0.55,-23.45
Manufacture of tobacco products,01-08-2023,81.4,7.39,13.37
Manufacture of tobacco products,01-09-2023,89.8,-5.07,10.32
Manufacture of tobacco products,01-10-2023,82.7,1.22,-7.91
Manufacture of tobacco products,01-11-2023,79.8,-14.47,-3.51
Manufacture of tobacco products,01-12-2023,82.7,-8.72,3.63
Manufacture of tobacco products,01-01-2024,84.6,-8.44,2.3
Manufacture of tobacco products,01-02-2024,77.3,-0.77,-8.63
Manufacture of tobacco products,01-03-2024,78.3,-18.01,1.29
Manufacture of tobacco products,01-04-2024,61.1,-8.94,-21.97
Manufacture of tobacco products,01-05-2024,88.1,5.26,44.19
Manufacture of tobacco products,01-06-2024,83.2,-11.3,-5.56
Manufacture of tobacco products,01-07-2024,81.3,13.23,-2.28
Manufacture of tobacco products,01-08-2024,78.5,-3.56,-3.44
Manufacture of tobacco products,01-09-2024,91.2,1.56,16.18
Manufacture of tobacco products,01-10-2024,92.3,11.61,1.21
Manufacture of tobacco products,01-11-2024,80.3,0.63,-13
Manufacture of tobacco products,01-12-2024,88.2,6.65,9.84
Manufacture of tobacco products,01-01-2025,96.9,14.54,9.86
Manufacture of tobacco products,01-02-2025,76.3,-1.29,-21.26
Manufacture of tobacco products,01-03-2025,96.9,23.75,27
Manufacture of tobacco products,01-04-2025,75.7,23.9,-21.88
Manufacture of tobacco products,01-05-2025,93.1,5.68,22.99
Manufacture of tobacco products,01-06-2025,85.1,2.28,-8.59
Manufacture of tobacco products,01-07-2025,89.7,10.33,5.41
Manufacture of tobacco products,01-08-2025,96.8,23.31,7.92
Manufacture of tobacco products,01-09-2025,93.1,2.08,-3.82
Manufacture of tobacco products,01-10-2025,88.1,-4.55,-5.37
Manufacture of tobacco products,01-11-2025,92.6,15.32,5.11
Manufacture of tobacco products,01-12-2025,104.5,18.48,12.85
Manufacture of wearing apparel,01-04-2012,94.5,NULL,NULL
Manufacture of wearing apparel,01-05-2012,93.1,NULL,-1.48
Manufacture of wearing apparel,01-06-2012,89.5,NULL,-3.87
Manufacture of wearing apparel,01-07-2012,87.4,NULL,-2.35
Manufacture of wearing apparel,01-08-2012,90.1,NULL,3.09
Manufacture of wearing apparel,01-09-2012,89.8,NULL,-0.33
Manufacture of wearing apparel,01-10-2012,95.8,NULL,6.68
Manufacture of wearing apparel,01-11-2012,87.4,NULL,-8.77
Manufacture of wearing apparel,01-12-2012,100.8,NULL,15.33
Manufacture of wearing apparel,01-01-2013,112.9,NULL,12
Manufacture of wearing apparel,01-02-2013,117.8,NULL,4.34
Manufacture of wearing apparel,01-03-2013,128.4,NULL,9
Manufacture of wearing apparel,01-04-2013,121.8,28.89,-5.14
Manufacture of wearing apparel,01-05-2013,104.2,11.92,-14.45
Manufacture of wearing apparel,01-06-2013,101.9,13.85,-2.21
Manufacture of wearing apparel,01-07-2013,105.3,20.48,3.34
Manufacture of wearing apparel,01-08-2013,104,15.43,-1.23
Manufacture of wearing apparel,01-09-2013,118.7,32.18,14.13
Manufacture of wearing apparel,01-10-2013,106.6,11.27,-10.19
Manufacture of wearing apparel,01-11-2013,95,8.7,-10.88
Manufacture of wearing apparel,01-12-2013,122,21.03,28.42
Manufacture of wearing apparel,01-01-2014,131.9,16.83,8.11
Manufacture of wearing apparel,01-02-2014,118.9,0.93,-9.86
Manufacture of wearing apparel,01-03-2014,147.2,14.64,23.8
Manufacture of wearing apparel,01-04-2014,114.7,-5.83,-22.08
Manufacture of wearing apparel,01-05-2014,118,13.24,2.88
Manufacture of wearing apparel,01-06-2014,103,1.08,-12.71
Manufacture of wearing apparel,01-07-2014,110.4,4.84,7.18
Manufacture of wearing apparel,01-08-2014,103.5,-0.48,-6.25
Manufacture of wearing apparel,01-09-2014,110.3,-7.08,6.57
Manufacture of wearing apparel,01-10-2014,92.7,-13.04,-15.96
Manufacture of wearing apparel,01-11-2014,102.2,7.58,10.25
Manufacture of wearing apparel,01-12-2014,123.7,1.39,21.04
Manufacture of wearing apparel,01-01-2015,130.9,-0.76,5.82
Manufacture of wearing apparel,01-02-2015,125.8,5.8,-3.9
Manufacture of wearing apparel,01-03-2015,137.8,-6.39,9.54
Manufacture of wearing apparel,01-04-2015,116.1,1.22,-15.75
Manufacture of wearing apparel,01-05-2015,110.9,-6.02,-4.48
Manufacture of wearing apparel,01-06-2015,116.7,13.3,5.23
Manufacture of wearing apparel,01-07-2015,115.8,4.89,-0.77
Manufacture of wearing apparel,01-08-2015,104.4,0.87,-9.84
Manufacture of wearing apparel,01-09-2015,105.5,-4.35,1.05
Manufacture of wearing apparel,01-10-2015,133.3,43.8,26.35
Manufacture of wearing apparel,01-11-2015,120.9,18.3,-9.3
Manufacture of wearing apparel,01-12-2015,160.3,29.59,32.59
Manufacture of wearing apparel,01-01-2016,145.6,11.23,-9.17
Manufacture of wearing apparel,01-02-2016,149.1,18.52,2.4
Manufacture of wearing apparel,01-03-2016,193.2,40.2,29.58
Manufacture of wearing apparel,01-04-2016,150.7,29.8,-22
Manufacture of wearing apparel,01-05-2016,166.8,50.41,10.68
Manufacture of wearing apparel,01-06-2016,153.3,31.36,-8.09
Manufacture of wearing apparel,01-07-2016,144.5,24.78,-5.74
Manufacture of wearing apparel,01-08-2016,147.5,41.28,2.08
Manufacture of wearing apparel,01-09-2016,142.3,34.88,-3.53
Manufacture of wearing apparel,01-10-2016,140.4,5.33,-1.34
Manufacture of wearing apparel,01-11-2016,127,5.05,-9.54
Manufacture of wearing apparel,01-12-2016,159.6,-0.44,25.67
Manufacture of wearing apparel,01-01-2017,161.8,11.13,1.38
Manufacture of wearing apparel,01-02-2017,156,4.63,-3.58
Manufacture of wearing apparel,01-03-2017,170.1,-11.96,9.04
Manufacture of wearing apparel,01-04-2017,155.5,3.19,-8.58
Manufacture of wearing apparel,01-05-2017,156.8,-6,0.84
Manufacture of wearing apparel,01-06-2017,145.2,-5.28,-7.4
Manufacture of wearing apparel,01-07-2017,134.2,-7.13,-7.58
Manufacture of wearing apparel,01-08-2017,121.4,-17.69,-9.54
Manufacture of wearing apparel,01-09-2017,118.8,-16.51,-2.14
Manufacture of wearing apparel,01-10-2017,106.3,-24.29,-10.52
Manufacture of wearing apparel,01-11-2017,118.1,-7.01,11.1
Manufacture of wearing apparel,01-12-2017,140.9,-11.72,19.31
Manufacture of wearing apparel,01-01-2018,141.1,-12.79,0.14
Manufacture of wearing apparel,01-02-2018,142.9,-8.4,1.28
Manufacture of wearing apparel,01-03-2018,169.3,-0.47,18.47
Manufacture of wearing apparel,01-04-2018,125.4,-19.36,-25.93
Manufacture of wearing apparel,01-05-2018,150.8,-3.83,20.26
Manufacture of wearing apparel,01-06-2018,151.6,4.41,0.53
Manufacture of wearing apparel,01-07-2018,145.4,8.35,-4.09
Manufacture of wearing apparel,01-08-2018,146,20.26,0.41
Manufacture of wearing apparel,01-09-2018,142.2,19.7,-2.6
Manufacture of wearing apparel,01-10-2018,141.1,32.74,-0.77
Manufacture of wearing apparel,01-11-2018,135.7,14.9,-3.83
Manufacture of wearing apparel,01-12-2018,175.6,24.63,29.4
Manufacture of wearing apparel,01-01-2019,171.8,21.76,-2.16
Manufacture of wearing apparel,01-02-2019,171.5,20.01,-0.17
Manufacture of wearing apparel,01-03-2019,193.6,14.35,12.89
Manufacture of wearing apparel,01-04-2019,165.1,31.66,-14.72
Manufacture of wearing apparel,01-05-2019,163.5,8.42,-0.97
Manufacture of wearing apparel,01-06-2019,167.3,10.36,2.32
Manufacture of wearing apparel,01-07-2019,166.8,14.72,-0.3
Manufacture of wearing apparel,01-08-2019,158.6,8.63,-4.92
Manufacture of wearing apparel,01-09-2019,144.2,1.41,-9.08
Manufacture of wearing apparel,01-10-2019,137.1,-2.83,-4.92
Manufacture of wearing apparel,01-11-2019,139.1,2.51,1.46
Manufacture of wearing apparel,01-12-2019,170.8,-2.73,22.79
Manufacture of wearing apparel,01-01-2020,162.3,-5.53,-4.98
Manufacture of wearing apparel,01-02-2020,164.6,-4.02,1.42
Manufacture of wearing apparel,01-03-2020,115.6,-40.29,-29.77
Manufacture of wearing apparel,01-04-2020,9.7,-94.12,-91.61
Manufacture of wearing apparel,01-05-2020,62.6,-61.71,545.36
Manufacture of wearing apparel,01-06-2020,105.9,-36.7,69.17
Manufacture of wearing apparel,01-07-2020,112.5,-32.55,6.23
Manufacture of wearing apparel,01-08-2020,113.8,-28.25,1.16
Manufacture of wearing apparel,01-09-2020,121.4,-15.81,6.68
Manufacture of wearing apparel,01-10-2020,119.9,-12.55,-1.24
Manufacture of wearing apparel,01-11-2020,101.7,-26.89,-15.18
Manufacture of wearing apparel,01-12-2020,140,-18.03,37.66
Manufacture of wearing apparel,01-01-2021,129.4,-20.27,-7.57
Manufacture of wearing apparel,01-02-2021,140,-14.95,8.19
Manufacture of wearing apparel,01-03-2021,143.8,24.39,2.71
Manufacture of wearing apparel,01-04-2021,83.4,759.79,-42
Manufacture of wearing apparel,01-05-2021,83.8,33.87,0.48
Manufacture of wearing apparel,01-06-2021,110,3.87,31.26
Manufacture of wearing apparel,01-07-2021,116.8,3.82,6.18
Manufacture of wearing apparel,01-08-2021,144.1,26.63,23.37
Manufacture of wearing apparel,01-09-2021,158.7,30.72,10.13
Manufacture of wearing apparel,01-10-2021,163.6,36.45,3.09
Manufacture of wearing apparel,01-11-2021,133.8,31.56,-18.22
Manufacture of wearing apparel,01-12-2021,161.8,15.57,20.93
Manufacture of wearing apparel,01-01-2022,154.7,19.55,-4.39
Manufacture of wearing apparel,01-02-2022,155,10.71,0.19
Manufacture of wearing apparel,01-03-2022,191.7,33.31,23.68
Manufacture of wearing apparel,01-04-2022,129.4,55.16,-32.5
Manufacture of wearing apparel,01-05-2022,142.4,69.93,10.05
Manufacture of wearing apparel,01-06-2022,156.9,42.64,10.18
Manufacture of wearing apparel,01-07-2022,134.4,15.07,-14.34
Manufacture of wearing apparel,01-08-2022,117.8,-18.25,-12.35
Manufacture of wearing apparel,01-09-2022,125.2,-21.11,6.28
Manufacture of wearing apparel,01-10-2022,103.7,-36.61,-17.17
Manufacture of wearing apparel,01-11-2022,117,-12.56,12.83
Manufacture of wearing apparel,01-12-2022,125.6,-22.37,7.35
Manufacture of wearing apparel,01-01-2023,120.1,-22.37,-4.38
Manufacture of wearing apparel,01-02-2023,129.1,-16.71,7.49
Manufacture of wearing apparel,01-03-2023,133.1,-30.57,3.1
Manufacture of wearing apparel,01-04-2023,92.1,-28.83,-30.8
Manufacture of wearing apparel,01-05-2023,112.2,-21.21,21.82
Manufacture of wearing apparel,01-06-2023,120.1,-23.45,7.04
Manufacture of wearing apparel,01-07-2023,103.9,-22.69,-13.49
Manufacture of wearing apparel,01-08-2023,97.8,-16.98,-5.87
Manufacture of wearing apparel,01-09-2023,102.4,-18.21,4.7
Manufacture of wearing apparel,01-10-2023,97.8,-5.69,-4.49
Manufacture of wearing apparel,01-11-2023,92.9,-20.6,-5.01
Manufacture of wearing apparel,01-12-2023,113.1,-9.95,21.74
Manufacture of wearing apparel,01-01-2024,117.3,-2.33,3.71
Manufacture of wearing apparel,01-02-2024,125.6,-2.71,7.08
Manufacture of wearing apparel,01-03-2024,143,7.44,13.85
Manufacture of wearing apparel,01-04-2024,105.1,14.12,-26.5
Manufacture of wearing apparel,01-05-2024,123.6,10.16,17.6
Manufacture of wearing apparel,01-06-2024,122.6,2.08,-0.81
Manufacture of wearing apparel,01-07-2024,111.7,7.51,-8.89
Manufacture of wearing apparel,01-08-2024,112.5,15.03,0.72
Manufacture of wearing apparel,01-09-2024,103.7,1.27,-7.82
Manufacture of wearing apparel,01-10-2024,104,6.34,0.29
Manufacture of wearing apparel,01-11-2024,110.3,18.73,6.06
Manufacture of wearing apparel,01-12-2024,119.1,5.31,7.98
Manufacture of wearing apparel,01-01-2025,121.1,3.24,1.68
Manufacture of wearing apparel,01-02-2025,121.4,-3.34,0.25
Manufacture of wearing apparel,01-03-2025,144.8,1.26,19.28
Manufacture of wearing apparel,01-04-2025,114.2,8.66,-21.13
Manufacture of wearing apparel,01-05-2025,126.5,2.35,10.77
Manufacture of wearing apparel,01-06-2025,127.5,4,0.79
Manufacture of wearing apparel,01-07-2025,112.7,0.9,-11.61
Manufacture of wearing apparel,01-08-2025,107.2,-4.71,-4.88
Manufacture of wearing apparel,01-09-2025,100.6,-2.99,-6.16
Manufacture of wearing apparel,01-10-2025,89.6,-13.85,-10.93
Manufacture of wearing apparel,01-11-2025,105.3,-4.53,17.52
Manufacture of wearing apparel,01-12-2025,109.5,-8.06,3.99
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2012,89.8,NULL,NULL
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2012,96.1,NULL,7.02
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2012,100.8,NULL,4.89
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2012,106.6,NULL,5.75
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2012,109.2,NULL,2.44
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2012,104,NULL,-4.76
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2012,88.2,NULL,-15.19
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2012,88.6,NULL,0.45
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2012,98.5,NULL,11.17
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2013,89.4,NULL,-9.24
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2013,90.9,NULL,1.68
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2013,102,NULL,12.21
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2013,91.4,1.78,-10.39
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2013,90.8,-5.52,-0.66
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2013,89.6,-11.11,-1.32
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2013,95.1,-10.79,6.14
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2013,94.3,-13.64,-0.84
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2013,101.4,-2.5,7.53
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2013,96,8.84,-5.33
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2013,91,2.71,-5.21
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2013,99.5,1.02,9.34
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2014,92.9,3.91,-6.63
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2014,91.9,1.1,-1.08
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2014,100.9,-1.08,9.79
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2014,91.8,0.44,-9.02
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2014,93.2,2.64,1.53
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2014,91.3,1.9,-2.04
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2014,100.5,5.68,10.08
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2014,94.2,-0.11,-6.27
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2014,106.1,4.64,12.63
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2014,84.8,-11.67,-20.08
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2014,90.7,-0.33,6.96
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2014,102.7,3.22,13.23
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2015,90.5,-2.58,-11.88
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2015,96.2,4.68,6.3
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2015,101.4,0.5,5.41
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2015,85.6,-6.75,-15.58
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2015,88.3,-5.26,3.15
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2015,101.8,11.5,15.29
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2015,100.1,-0.4,-1.67
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2015,97.2,3.18,-2.9
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2015,102.1,-3.77,5.04
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2015,97,14.39,-5
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2015,87.9,-3.09,-9.38
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2015,107.9,5.06,22.75
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2016,92.6,2.32,-14.18
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2016,102.6,6.65,10.8
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2016,106.9,5.42,4.19
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2016,90.2,5.37,-15.62
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2016,91.6,3.74,1.55
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2016,100,-1.77,9.17
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2016,91.5,-8.59,-8.5
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2016,93.3,-4.01,1.97
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-09-2016,97.7,-4.31,4.72
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-10-2016,82.9,-14.54,-15.15
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-11-2016,83.9,-4.55,1.21
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-12-2016,97.8,-9.36,16.57
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-01-2017,87.8,-5.18,-10.22
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-02-2017,92.1,-10.23,4.9
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-03-2017,108.4,1.4,17.7
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-04-2017,86.1,-4.55,-20.57
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-05-2017,93.2,1.75,8.25
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-06-2017,94.6,-5.4,1.5
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-07-2017,93.5,2.19,-1.16
"Manufacture of wood and products of wood and cork, except furniture; manufacture of articles",01-08-2017,94.8,1.61,1.39
